date,option_name,option_type,bid,ask,mid,expiration,strike,underlying,moneyness,implied_volatility,delta
2026-01-16,P_20260118_0950,put,1.4866721720488463,1.5167059533023584,1.5016890626756023,2026-01-18,950.0,1030.4657775916776,0.9219131975641774,0.6031800721847471,-0.061431793039228966
2026-01-16,C_20260118_0970,call,62.87837583824468,64.14864605719912,63.5135109477219,2026-01-18,970.0,1030.4657775916776,0.9413218964602654,0.5706278422652239,0.888400175062882
2026-01-16,P_20260118_0970,put,2.8648395479207567,2.922715094343398,2.8937773211320774,2026-01-18,970.0,1030.4657775916776,0.9413218964602654,0.5706278422652239,-0.11159982493711795
2026-01-16,C_20260118_0990,call,45.71393426808267,46.6374480916803,46.17569117988148,2026-01-18,990.0,1030.4657775916776,0.9607305953563533,0.5429749746395071,0.8039063337748684
2026-01-16,P_20260118_0990,put,5.4972553700358535,5.608311034076982,5.552783202056418,2026-01-18,990.0,1030.4657775916776,0.9607305953563533,0.5429749746395071,-0.19609366622513158
2026-01-16,C_20260118_1010,call,30.696225305589536,31.316351069338822,31.00628818746418,2026-01-18,1010.0,1030.4657775916776,0.9801392942524413,0.5222474893297644,0.6764692749541428
2026-01-16,P_20260118_1010,put,10.276403799819956,10.484007916988038,10.380205858403997,2026-01-18,1010.0,1030.4657775916776,0.9801392942524413,0.5222474893297644,-0.3235307250458572
2026-01-16,C_20260118_1030,call,18.801874948892717,19.181710806446105,18.99179287766941,2026-01-18,1030.0,1030.4657775916776,0.9995479931485293,0.5101329224244053,0.5144242207672407
2026-01-16,P_20260118_1030,put,18.178910835400117,18.546161559347595,18.362536197373856,2026-01-18,1030.0,1030.4657775916776,0.9995479931485293,0.5101329224244053,-0.4855757792327593
2026-01-16,C_20260118_1050,call,10.52905095991784,10.741759060118198,10.635405010018019,2026-01-18,1050.0,1030.4657775916776,1.0189566920446171,0.5072405122239745,0.3484648700543997
2026-01-16,P_20260118_1050,put,29.702944238702276,30.30300371827202,30.002973978487148,2026-01-18,1050.0,1030.4657775916776,1.0189566920446171,0.5072405122239745,-0.6515351299456003
2026-01-16,C_20260118_1070,call,5.502660957137149,5.613825824958102,5.558243391047625,2026-01-18,1070.0,1030.4657775916776,1.0383653909407051,0.5127919145733785,0.21249628017071676
2026-01-16,P_20260118_1070,put,44.47341162819871,45.37186438836434,44.922638008281524,2026-01-18,1070.0,1030.4657775916776,1.0383653909407051,0.5127919145733785,-0.7875037198292832
2026-01-16,C_20260118_1090,call,2.7671404309656014,2.8230422578537953,2.7950913444096983,2026-01-18,1090.0,1030.4657775916776,1.057774089836793,0.5250353292803817,0.12019048916349384
2026-01-16,P_20260118_1090,put,61.534748494304154,62.77787472651232,62.15631161040824,2026-01-18,1090.0,1030.4657775916776,1.057774089836793,0.5250353292803817,-0.8798095108365062
2026-01-16,C_20260118_1115,call,1.1577796014511013,1.1811690883491035,1.1694743449001024,2026-01-18,1115.0,1030.4657775916776,1.082034963456903,0.546730810356814,0.055790208141635635
2026-01-16,P_20260118_1115,put,84.67145940513605,86.38199393857313,85.52672667185459,2026-01-18,1115.0,1030.4657775916776,1.082034963456903,0.546730810356814,-0.9442097918583644
2026-01-16,C_20260118_1135,call,0.5837561695256126,0.5955492234554229,0.5896526964905178,2026-01-18,1135.0,1030.4657775916776,1.101443662352991,0.5671621760077411,0.02979052527714993
2026-01-16,P_20260118_1135,put,103.89429336548756,105.99316797893175,104.94373067220965,2026-01-18,1135.0,1030.4657775916776,1.101443662352991,0.5671621760077411,-0.97020947472285
2026-01-16,C_20260119_0925,call,105.30753826818103,107.43496328369984,106.37125077594044,2026-01-19,925.0,1030.4657775916776,0.8976523239440676,0.5317920712232755,0.9708850026682491
2026-01-16,P_20260119_0925,put,0.6784086927071703,0.6921139188224666,0.6852613057648185,2026-01-19,925.0,1030.4657775916776,0.8976523239440676,0.5317920712232755,-0.029114997331750936
2026-01-16,C_20260119_0950,call,81.40465770759101,83.0491962471383,82.22692697736466,2026-01-19,950.0,1030.4657775916776,0.9219131975641774,0.49529960882955304,0.9377186101447448
2026-01-16,P_20260119_0950,put,1.51963597644931,1.5503356931452554,1.5349858347972827,2026-01-19,950.0,1030.4657775916776,0.9219131975641774,0.49529960882955304,-0.06228138985525522
2026-01-16,C_20260119_0970,call,63.00783093678653,64.28071641025697,63.64427367352175,2026-01-19,970.0,1030.4657775916776,0.9413218964602654,0.4688637846402374,0.8872968487470709
2026-01-16,P_20260119_0970,put,2.9180954811102806,2.977046904971094,2.9475711930406874,2026-01-19,970.0,1030.4657775916776,0.9413218964602654,0.4688637846402374,-0.11270315125292907
2026-01-16,C_20260119_0990,call,45.870209571336055,46.79688047176709,46.33354502155157,2026-01-19,990.0,1030.4657775916776,0.9607305953563533,0.4464127509575147,0.8028169560779057
2026-01-16,P_20260119_0990,put,5.575760391125613,5.688402015188757,5.632081203157185,2026-01-19,990.0,1030.4657775916776,0.9607305953563533,0.4464127509575147,-0.1971830439220943
2026-01-16,C_20260119_1010,call,30.87531375616127,31.499057468406953,31.18718561228411,2026-01-19,1010.0,1030.4657775916776,0.9801392942524413,0.42958286073886465,0.6759876264961437
2026-01-16,P_20260119_1010,put,10.376150851416524,10.585770060536051,10.480960455976287,2026-01-19,1010.0,1030.4657775916776,0.9801392942524413,0.42958286073886465,-0.32401237350385625
2026-01-16,C_20260119_1030,call,18.984666707254622,19.3681953276032,19.17643101742891,2026-01-19,1030.0,1030.4657775916776,0.9995479931485293,0.419735551315433,0.5151439733055423
2026-01-16,P_20260119_1030,put,18.280790077975546,18.6500989684397,18.465444523207623,2026-01-19,1030.0,1030.4657775916776,0.9995479931485293,0.419735551315433,-0.4848560266944577
2026-01-16,C_20260119_1050,call,10.688419980134615,10.90434765650097,10.796383818317793,2026-01-19,1050.0,1030.4657775916776,1.0189566920446171,0.4173618740899627,0.3503448018775146
2026-01-16,P_20260119_1050,put,29.779829626321153,30.381442346044814,30.080635986182983,2026-01-19,1050.0,1030.4657775916776,1.0189566920446171,0.4173618740899627,-0.6496551981224854
2026-01-16,C_20260119_1070,call,5.621297121430312,5.734858679439005,5.678077900434658,2026-01-19,1070.0,1030.4657775916776,1.0383653909407051,0.4218336213775225,0.21482698473613576
2026-01-16,P_20260119_1070,put,44.50799304308261,45.40714441769033,44.95756873038647,2026-01-19,1070.0,1030.4657775916776,1.0383653909407051,0.4218336213775225,-0.7851730152638643
2026-01-16,C_20260119_1090,call,2.84506184872626,2.9025378456702247,2.873799847198242,2026-01-19,1090.0,1030.4657775916776,1.057774089836793,0.43173635345863204,0.12226596751652347
2026-01-16,P_20260119_1090,put,61.52704404584399,62.77001463262871,62.14852933923635,2026-01-19,1090.0,1030.4657775916776,1.057774089836793,0.43173635345863204,-0.8777340324834766
2026-01-16,C_20260119_1115,call,1.1990240708662239,1.2232467793685717,1.2111354251173978,2026-01-19,1115.0,1030.4657775916776,1.082034963456903,0.4493112826752159,0.05717967647870529
2026-01-16,P_20260119_1115,put,84.62511411231604,86.33471237721132,85.47991324476368,2026-01-19,1115.0,1030.4657775916776,1.082034963456903,0.4493112826752159,-0.9428203235212947
2026-01-16,C_20260119_1135,call,0.6074467244518641,0.6197183754508916,0.6135825499513778,2026-01-19,1135.0,1030.4657775916776,1.101443662352991,0.4658784610426818,0.0306916699259201
2026-01-16,P_20260119_1135,put,103.82882304136771,105.9263750220014,104.87759903168455,2026-01-19,1135.0,1030.4657775916776,1.101443662352991,0.4658784610426818,-0.9693083300740799
2026-01-16,C_20260120_0925,call,105.39719874933026,107.52643508770056,106.46181691851541,2026-01-20,925.0,1030.4657775916776,0.8976523239440676,0.46280725972769876,0.970376213733161
2026-01-16,P_20260120_0925,put,0.6954107880971887,0.7094594908870309,0.7024351394921098,2026-01-20,925.0,1030.4657775916776,0.8976523239440676,0.46280725972769876,-0.029623786266839036
2026-01-16,C_20260120_0950,call,81.51236223683466,83.15907662545757,82.33571943114612,2026-01-20,950.0,1030.4657775916776,0.9219131975641774,0.431357729690173,0.9368755927787215
2026-01-16,P_20260120_0950,put,1.552718379778074,1.5840864278543987,1.5684024038162363,2026-01-20,950.0,1030.4657775916776,0.9219131975641774,0.431357729690173,-0.06312440722127854
2026-01-16,C_20260120_0970,call,63.13723076780753,64.41273037927839,63.77498057354296,2026-01-20,970.0,1030.4657775916776,0.9413218964602654,0.4085851872118207,0.8862087314401039
2026-01-16,P_20260120_0970,put,2.9713021940920483,3.031328501043403,3.0013153475677257,2026-01-20,970.0,1030.4657775916776,0.9413218964602654,0.4085851872118207,-0.11379126855989607
2026-01-16,C_20260120_0990,call,46.026051215338285,46.95587043180977,46.49096082357403,2026-01-20,990.0,1030.4657775916776,0.9607305953563533,0.3892501356602632,0.8017499156796338
2026-01-16,P_20260120_0990,put,5.6538379249640425,5.768056872943115,5.710947398953579,2026-01-20,990.0,1030.4657775916776,0.9607305953563533,0.3892501356602632,-0.19825008432036617
2026-01-16,C_20260120_1010,call,31.05350143568209,31.6808448990292,31.367173167355645,2026-01-20,1010.0,1030.4657775916776,0.9801392942524413,0.3747545943763326,0.6755214894551205
2026-01-16,P_20260120_1010,put,10.475003428648886,10.686619659530681,10.580811544089784,2026-01-20,1010.0,1030.4657775916776,0.9801392942524413,0.3747545943763326,-0.32447851054487953
2026-01-16,C_20260120_1030,call,19.166414123958695,19.553614409291193,19.360014266624944,2026-01-20,1030.0,1030.4657775916776,0.9995479931485293,0.36626381154281334,0.5158536552475752
2026-01-16,P_20260120_1030,put,18.381631400266702,18.75297748916098,18.56730444471384,2026-01-20,1030.0,1030.4657775916776,0.9995479931485293,0.36626381154281334,-0.4841463447524248
2026-01-16,C_20260120_1050,call,10.847181160651537,11.066316133593993,10.956748647122765,2026-01-20,1050.0,1030.4657775916776,1.0189566920446171,0.36419775910458135,0.3521915815830463
2026-01-16,P_20260120_1050,put,29.8561137203007,30.459267532832026,30.157690626566364,2026-01-20,1050.0,1030.4657775916776,1.0189566920446171,0.36419775910458135,-0.6478084184169537
2026-01-16,C_20260120_1070,call,5.739996710894952,5.8559562404079815,5.797976475651467,2026-01-20,1070.0,1030.4657775916776,1.0383653909407051,0.3680186103567786,0.2171252039754713
2026-01-16,P_20260120_1070,put,44.542644553885154,45.44249595901415,44.99257025644965,2026-01-20,1070.0,1030.4657775916776,1.0383653909407051,0.3680186103567786,-0.7828747960245287
2026-01-16,C_20260120_1090,call,2.9234776952421258,2.9825378507015627,2.9530077729718442,2026-01-20,1090.0,1030.4657775916776,1.057774089836793,0.37651483717578044,0.12432529105680173
2026-01-16,P_20260120_1090,put,61.51984082157336,62.76266588867585,62.141253355124604,2026-01-20,1090.0,1030.4657775916776,1.057774089836793,0.37651483717578044,-0.8756747089431982
2026-01-16,C_20260120_1115,call,1.2408478831960676,1.2659155172000285,1.253381700198048,2026-01-20,1115.0,1030.4657775916776,1.082034963456903,0.3916167669783997,0.05857030235846697
2026-01-16,P_20260120_1115,put,84.57935511370405,86.28802895438494,85.4336920340445,2026-01-20,1115.0,1030.4657775916776,1.082034963456903,0.3916167669783997,-0.9414296976415331
2026-01-16,C_20260120_1135,call,0.6316048973522222,0.6443645922482267,0.6379847448002245,2026-01-20,1135.0,1030.4657775916776,1.101443662352991,0.40586657089728156,0.03159945673062874
2026-01-16,P_20260120_1135,put,103.76382741120129,105.86006634880131,104.8119468800013,2026-01-20,1135.0,1030.4657775916776,1.101443662352991,0.40586657089728156,-0.9684005432693713
2026-01-16,C_20260121_0925,call,105.48699411629919,107.61804450248705,106.55251930939312,2026-01-21,925.0,1030.4657775916776,0.8976523239440676,0.4159606123983384,0.9698681516902481
2026-01-16,P_20260121_0925,put,0.7125535356165752,0.7269485565381221,0.7197510460773486,2026-01-21,925.0,1030.4657775916776,0.8976523239440676,0.4159606123983384,-0.030131848309751907
2026-01-16,C_20260121_0950,call,81.6201741656457,83.26906657303246,82.44462036933908,2026-01-21,950.0,1030.4657775916776,0.9219131975641774,0.3879667428505961,0.9360391469563755
2026-01-16,P_20260121_0950,put,1.5859141048301264,1.6179527736145733,1.6019334392223499,2026-01-21,950.0,1030.4657775916776,0.9219131975641774,0.3879667428505961,-0.06396085304362453
2026-01-16,C_20260121_0970,call,63.26657053107534,64.54468306705665,63.905626799066,2026-01-21,970.0,1030.4657775916776,0.9413218964602654,0.3677051248241364,0.8851355553818159
2026-01-16,P_20260121_0970,put,3.0244548861532947,3.0855549848634625,3.0550049355083786,2026-01-21,970.0,1030.4657775916776,0.9413218964602654,0.3677051248241364,-0.11486444461818412
2026-01-16,C_20260121_0990,call,46.181462202773076,47.11442103515233,46.647941618962705,2026-01-21,990.0,1030.4657775916776,0.9607305953563533,0.35050608135713834,0.8007045728253133
2026-01-16,P_20260121_0990,put,5.731490973744732,5.84727867018402,5.789384821964376,2026-01-21,990.0,1030.4657775916776,0.9607305953563533,0.35050608135713834,-0.19929542717468673
2026-01-16,C_20260121_1010,call,31.23080594493601,31.86173131756098,31.546268631248495,2026-01-21,1010.0,1030.4657775916776,0.9801392942524413,0.3376104394097801,0.6750702882688381
2026-01-16,P_20260121_1010,put,10.57297913180111,10.786574669817293,10.679776900809202,2026-01-21,1010.0,1030.4657775916776,0.9801392942524413,0.3376104394097801,-0.3249297117311619
2026-01-16,C_20260121_1030,call,19.347140522866205,19.73799184656047,19.542566184713337,2026-01-21,1030.0,1030.4657775916776,0.9995479931485293,0.3300484677997499,0.5165535916508612
2026-01-16,P_20260121_1030,put,18.48145812562489,18.854820916041554,18.668139520833222,2026-01-21,1030.0,1030.4657775916776,0.9995479931485293,0.3300484677997499,-0.48344640834913877
2026-01-16,C_20260121_1050,call,11.005343014496288,11.227673176405306,11.116508095450797,2026-01-21,1050.0,1030.4657775916776,1.0189566920446171,0.32819127409413257,0.3540062876798942
2026-01-16,P_20260121_1050,put,29.931805033148617,30.536487963111217,30.234146498129917,2026-01-21,1050.0,1030.4657775916776,1.0189566920446171,0.32819127409413257,-0.6459937123201058
2026-01-16,C_20260121_1070,call,5.858749383800519,5.97710795721063,5.9179286705055745,2026-01-21,1070.0,1030.4657775916776,1.0383653909407051,0.33156327577532446,0.219391696983825
2026-01-16,P_20260121_1070,put,44.57735581834635,45.477908461141226,45.02763213974379,2026-01-21,1070.0,1030.4657775916776,1.0383653909407051,0.33156327577532446,-0.780608303016175
2026-01-16,C_20260121_1090,call,3.00237215090448,3.0630261337510354,3.0326991423277576,2026-01-21,1090.0,1030.4657775916776,1.057774089836793,0.33909254060845057,0.1263685024846627
2026-01-16,P_20260121_1090,put,61.513123001343885,62.75581235490638,62.134467678125134,2026-01-21,1090.0,1030.4657775916776,1.057774089836793,0.33909254060845057,-0.8736314975153373
2026-01-16,C_20260121_1115,call,1.2832417895094783,1.3091658660652252,1.2962038277873518,2026-01-21,1115.0,1030.4657775916776,1.082034963456903,0.3524961859809307,0.05996174899611899
2026-01-16,P_20260121_1115,put,84.53417315981596,86.24193423375164,85.3880536967838,2026-01-21,1115.0,1030.4657775916776,1.082034963456903,0.3524961859809307,-0.940038251003881
2026-01-16,C_20260121_1135,call,0.6562273869930493,0.6694845059222019,0.6628559464576256,2026-01-21,1135.0,1030.4657775916776,1.101443662352991,0.36515566111461617,0.032513600521148794
2026-01-16,P_20260121_1135,put,103.69930317319324,105.79423859083352,104.74677088201338,2026-01-21,1135.0,1030.4657775916776,1.101443662352991,0.36515566111461617,-0.9674863994788512
2026-01-16,C_20260122_0925,call,105.57692160746274,107.7097887106438,106.64335515905327,2026-01-22,925.0,1030.4657775916776,0.8976523239440676,0.3815473258221786,0.9693608846543663
2026-01-16,P_20260122_0925,put,0.7298341731827996,0.7445782978935632,0.7372062355381814,2026-01-22,925.0,1030.4657775916776,0.8976523239440676,0.3815473258221786,-0.030639115345633683
2026-01-16,C_20260122_0950,call,81.72808837391013,83.37916086631235,82.55362462011124,2026-01-22,950.0,1030.4657775916776,0.9219131975641774,0.3561142417722247,0.935209261112647
2026-01-16,P_20260122_0950,put,1.6192180310215667,1.6519295063957395,1.6355737687086531,2026-01-22,950.0,1030.4657775916776,0.9219131975641774,0.3561142417722247,-0.06479073888735298
2026-01-16,C_20260122_0970,call,63.395845673237105,64.676569828252,64.03620775074455,2026-01-22,970.0,1030.4657775916776,0.9413218964602654,0.33771372621748713,0.8840770574103523
2026-01-16,P_20260122_0970,put,3.0775490034615816,3.1397217106022195,3.1086353570319005,2026-01-22,970.0,1030.4657775916776,0.9413218964602654,0.33771372621748713,-0.11592294258964775
2026-01-16,C_20260122_0990,call,46.33644559453183,47.27253540452238,46.804490499527105,2026-01-22,990.0,1030.4657775916776,0.9607305953563533,0.3220979952151574,0.7996803121604634
2026-01-16,P_20260122_0990,put,5.808722597869384,5.926070529139473,5.867396563504428,2026-01-22,990.0,1030.4657775916776,0.9607305953563533,0.3220979952151574,-0.20031968783953658
2026-01-16,C_20260122_1010,call,31.407244325234096,32.04173410958226,31.724489217408177,2026-01-22,1010.0,1030.4657775916776,0.9801392942524413,0.3103880266390628,0.6746334756498207
2026-01-16,P_20260122_1010,put,10.670095001684874,10.885652476466387,10.77787373907563,2026-01-22,1010.0,1030.4657775916776,0.9801392942524413,0.3103880266390628,-0.3253665243501793
2026-01-16,C_20260122_1030,call,19.526868375519953,19.921350564924396,19.724109470222174,2026-01-22,1030.0,1030.4657775916776,0.9995479931485293,0.30351373110401975,0.5172440920105292
2026-01-16,P_20260122_1030,put,18.58029272508368,18.95565217407527,18.767972449579474,2026-01-22,1030.0,1030.4657775916776,0.9995479931485293,0.30351373110401975,-0.48275590798947077
2026-01-16,C_20260122_1050,call,11.162913913391753,11.388427325783505,11.275670619587629,2026-01-22,1050.0,1030.4657775916776,1.0189566920446171,0.3018099277666663,0.3557899494293245
2026-01-16,P_20260122_1050,put,30.006911936068484,30.61311217720118,30.310012056634832,2026-01-22,1050.0,1030.4657775916776,1.0189566920446171,0.3018099277666663,-0.6442100505706755
2026-01-16,C_20260122_1070,call,5.977545379514034,6.098303872029469,6.037924625771751,2026-01-22,1070.0,1030.4657775916776,1.0383653909407051,0.30484737421446406,0.2216272007974442
2026-01-16,P_20260122_1070,put,44.61211707530402,45.51337196571421,45.06274452050911,2026-01-22,1070.0,1030.4657775916776,1.0383653909407051,0.30484737421446406,-0.7783727992025558
2026-01-16,C_20260122_1090,call,3.0817299338437505,3.1439871042244323,3.1128585190340914,2026-01-22,1090.0,1030.4657775916776,1.057774089836793,0.3116579406950801,0.12839565660315044
2026-01-16,P_20260122_1090,put,61.50687530274683,62.74943844017606,62.12815687146144,2026-01-22,1090.0,1030.4657775916776,1.057774089836793,0.3116579406950801,-0.8716043433968496
2026-01-16,C_20260122_1115,call,1.3261966423429608,1.3529884937034244,1.3395925680231926,2026-01-22,1115.0,1030.4657775916776,1.082034963456903,0.32380060665467514,0.061353695836846175
2026-01-16,P_20260122_1115,put,84.48955910263709,86.19641888248833,85.34298899256271,2026-01-22,1115.0,1030.4657775916776,1.082034963456903,0.32380060665467514,-0.9386463041631539
2026-01-16,C_20260122_1135,call,0.6813108140162355,0.6950746688448463,0.6881927414305409,2026-01-22,1135.0,1030.4657775916776,1.101443662352991,0.33527998094365724,0.03343382337807753
2026-01-16,P_20260122_1135,put,103.63524694742388,105.7288882998971,104.68206762366049,2026-01-22,1135.0,1030.4657775916776,1.101443662352991,0.33527998094365724,-0.9665661766219225
2026-01-16,C_20260123_0925,call,105.66697849740933,107.80166493170043,106.73432171455488,2026-01-23,925.0,1030.4657775916776,0.8976523239440676,0.3549294267203429,0.9688544777915371
2026-01-16,P_20260123_0925,put,0.7472499749263339,0.7623459340157548,0.7547979544710444,2026-01-23,925.0,1030.4657775916776,0.8976523239440676,0.3549294267203429,-0.031145522208462895
2026-01-16,C_20260123_0950,call,81.8360998935008,83.48935443680384,82.66272716515232,2026-01-23,950.0,1030.4657775916776,0.9219131975641774,0.33149389517855243,0.9343859202941945
2026-01-16,P_20260123_0950,put,1.652625189755002,1.6860115572247998,1.6693183734899009,2026-01-23,950.0,1030.4657775916776,0.9219131975641774,0.33149389517855243,-0.06561407970580546
2026-01-16,C_20260123_0970,call,63.52505187559362,64.80838625691874,64.16671906625618,2026-01-23,970.0,1030.4657775916776,0.9413218964602654,0.3145453939667928,0.8830329789880118
2026-01-16,P_20260123_0970,put,3.130580226837594,3.1938242718242122,3.162202249330903,2026-01-23,970.0,1030.4657775916776,0.9413218964602654,0.3145453939667928,-0.11696702101198819
2026-01-16,C_20260123_0990,call,46.49100450116279,47.43021671330749,46.96061060723514,2026-01-23,990.0,1030.4657775916776,0.9607305953563533,0.3001649807310499,0.7986765415823166
2026-01-16,P_20260123_0990,put,5.885535907396524,6.004435622697463,5.944985765046994,2026-01-23,990.0,1030.4657775916776,0.9607305953563533,0.3001649807310499,-0.2013234584176834
2026-01-16,C_20260123_1010,call,31.582833082734023,32.22087011470845,31.901851598721237,2026-01-23,1010.0,1030.4657775916776,0.9801392942524413,0.2893798737606165,0.6742105308468491
2026-01-16,P_20260123_1010,put,10.766367543957687,10.983869918583094,10.87511873127039,2026-01-23,1010.0,1030.4657775916776,0.9801392942524413,0.2893798737606165,-0.3257894691531509
2026-01-16,C_20260123_1030,call,19.705619344071064,20.10371266415331,19.904666004112187,2026-01-23,1030.0,1030.4657775916776,0.9995479931485293,0.2830414864994232,0.5179254512289027
2026-01-16,P_20260123_1030,put,18.678156860284457,19.055493362512426,18.86682511139844,2026-01-23,1030.0,1030.4657775916776,0.9995479931485293,0.2830414864994232,-0.48207454877109734
2026-01-16,C_20260123_1050,call,11.319902087065746,11.548586977713537,11.434244532389641,2026-01-23,1050.0,1030.4657775916776,1.0189566920446171,0.28145629708338815,0.35754354970443203
2026-01-16,P_20260123_1050,put,30.081442658269037,30.689148570557297,30.385295614413167,2026-01-23,1050.0,1030.4657775916776,1.0189566920446171,0.28145629708338815,-0.642456450295568
2026-01-16,C_20260123_1070,call,6.096375483781298,6.219534584463748,6.157955034122523,2026-01-23,1070.0,1030.4657775916776,1.0383653909407051,0.2842313672783206,0.22383243100627687
2026-01-16,P_20260123_1070,put,44.64691910997412,45.54887707179178,45.09789809088295,2026-01-23,1070.0,1030.4657775916776,1.0383653909407051,0.2842313672783206,-0.7761675689937231
2026-01-16,C_20260123_1090,call,3.161536279982,3.225405699779616,3.193470989880808,2026-01-23,1090.0,1030.4657775916776,1.057774089836793,0.29047978050932083,0.13040681915160263
2026-01-16,P_20260123_1090,put,61.50108296116478,62.74352908159235,62.12230602137856,2026-01-23,1090.0,1030.4657775916776,1.057774089836793,0.29047978050932083,-0.8695931808483974
2026-01-16,C_20260123_1115,call,1.3697033997867352,1.3973741755400026,1.383538787663369,2026-01-23,1115.0,1030.4657775916776,1.082034963456903,0.30163704385654816,0.06274583787510038
2026-01-16,P_20260123_1115,put,84.44550389970671,86.15147367545835,85.29848878758253,2026-01-23,1115.0,1030.4657775916776,1.082034963456903,0.30163704385654816,-0.9372541621248996
2026-01-16,C_20260123_1135,call,0.706851728247719,0.7211315611416124,0.7139916446946657,2026-01-23,1135.0,1030.4657775916776,1.101443662352991,0.31219472452683167,0.034359854564908594
2026-01-16,P_20260123_1135,put,103.57165528315763,105.66401195554464,104.61783361935113,2026-01-23,1135.0,1030.4657775916776,1.101443662352991,0.31219472452683167,-0.9656401454350914
2026-01-16,C_20260124_0925,call,105.75716209713708,107.89367042233177,106.82541625973442,2026-01-24,925.0,1030.4657775916776,0.8976523239440676,0.33357504760030854,0.9683489934224836
2026-01-16,P_20260124_0925,put,0.7647982513881136,0.780248721113126,0.7725234862506198,2026-01-24,925.0,1030.4657775916776,0.8976523239440676,0.33357504760030854,-0.031651006577516405
2026-01-16,C_20260124_0950,call,81.94420390376227,83.59964236646455,82.77192313511341,2026-01-24,950.0,1030.4657775916776,0.9219131975641774,0.3117552853397754,0.9335691064126059
2026-01-16,P_20260124_0950,put,1.6861307599054776,1.7201940075803357,1.7031623837429066,2026-01-24,950.0,1030.4657775916776,0.9219131975641774,0.3117552853397754,-0.06643089358739407
2026-01-16,C_20260124_0970,call,63.65418504252813,64.94012817470042,64.29715660861427,2026-01-24,970.0,1030.4657775916776,0.9413218964602654,0.2959814395190602,0.882003066212645
2026-01-16,P_20260124_0970,put,3.183544460185188,3.247858489683879,3.2157014749345336,2026-01-24,970.0,1030.4657775916776,0.9413218964602654,0.2959814395190602,-0.11799693378735499
2026-01-16,C_20260124_0990,call,46.64514207508771,47.58746817761473,47.11630512635122,2026-01-24,990.0,1030.4657775916776,0.9607305953563533,0.2826003716703234,0.7976926911544338
2026-01-16,P_20260124_0990,put,5.961934054258414,6.082377166465655,6.022155610362034,2026-01-24,990.0,1030.4657775916776,0.9607305953563533,0.2826003716703234,-0.20230730884556625
2026-01-16,C_20260124_1010,call,31.757588211430114,32.39915565004486,32.07837193073749,2026-01-24,1010.0,1030.4657775916776,0.9801392942524413,0.2725632712068841,0.6738009580345818
2026-01-16,P_20260124_1010,put,10.861812752114762,11.081243312763544,10.971528032439153,2026-01-24,1010.0,1030.4657775916776,0.9801392942524413,0.2725632712068841,-0.32619904196541816
2026-01-16,C_20260124_1030,call,19.883414321466244,20.285099459273642,20.084256890369943,2026-01-24,1030.0,1030.4657775916776,0.9995479931485293,0.2666579200767031,0.5185979505113653
2026-01-16,P_20260124_1030,put,18.775071423664578,19.154365795859825,18.9647186097622,2026-01-24,1030.0,1030.4657775916776,0.9995479931485293,0.2666579200767031,-0.48140204948863474
2026-01-16,C_20260124_1050,call,11.476315623058499,11.708160383120285,11.592238003089392,2026-01-24,1050.0,1030.4657775916776,1.0189566920446171,0.26516786372909124,0.35926802764970606
2026-01-16,P_20260124_1050,put,30.15540528677069,30.76460539357414,30.460005340172415,2026-01-24,1050.0,1030.4657775916776,1.0189566920446171,0.26516786372909124,-0.640731972350294
2026-01-16,C_20260124_1070,call,6.215230996341199,6.340791218489506,6.278011107415352,2026-01-24,1070.0,1030.4657775916776,1.0383653909407051,0.2677296477517812,0.22600808236631387
2026-01-16,P_20260124_1070,put,44.681753221566915,45.584414902810686,45.1330840621888,2026-01-24,1070.0,1030.4657775916776,1.0383653909407051,0.2677296477517812,-0.7739919176336861
2026-01-16,C_20260124_1090,call,3.241776923800303,3.3072673667053594,3.2745221452528313,2026-01-24,1090.0,1030.4657775916776,1.057774089836793,0.2735222158038515,0.13240206573515806
2026-01-16,P_20260124_1090,put,61.49573171053987,62.73806972489422,62.116900717717044,2026-01-24,1090.0,1030.4657775916776,1.057774089836793,0.2735222158038515,-0.8675979342648419
2026-01-16,C_20260124_1115,call,1.4137531290026208,1.4423137982754008,1.4280334636390108,2026-01-24,1115.0,1030.4657775916776,1.082034963456903,0.28388110295785807,0.06413788499755184
2026-01-16,P_20260124_1115,put,84.40199861763449,86.10708949879881,85.25454405821665,2026-01-24,1115.0,1030.4657775916776,1.082034963456903,0.28388110295785807,-0.9358621150024482
2026-01-16,C_20260124_1135,call,0.7328466155999862,0.7476515977333194,0.7402491066666528,2026-01-24,1135.0,1030.4657775916776,1.101443662352991,0.29369239214768783,0.03529143044915013
2026-01-16,P_20260124_1135,put,103.50852466574547,105.59960597212417,104.55406531893482,2026-01-24,1135.0,1030.4657775916776,1.101443662352991,0.29369239214768783,-0.9647085695508498
2026-01-16,C_20260125_0925,call,105.84746975419448,107.98580247650143,106.91663611534796,2026-01-25,925.0,1030.4657775916776,0.8976523239440676,0.31596990206517916,0.96784449112305
2026-01-16,P_20260125_0925,put,0.7824763496589805,0.7982839526823943,0.7903801511706874,2026-01-25,925.0,1030.4657775916776,0.8976523239440676,0.31596990206517916,-0.032155508876949956
2026-01-16,C_20260125_0950,call,82.05239572711571,83.71001988321905,82.88120780516738,2026-01-25,950.0,1030.4657775916776,0.9219131975641774,0.2954928944676214,0.932758798481462
